C04    2.035    0.512
C05    4.404    0.383
C06    3.800    1.060
C08    0.846    1.351
C09    3.758    0.877
C13    6.209    1.311
C16    3.813    1.195
C20    0.807    0.789
C22    4.880    0.209
C29    3.724    0.615
C35    4.867    0.638
C36    3.135    0.162
C37    1.204    0.460
C38    1.825    1.270
C39    4.053    1.352
C46    2.345    0.590
C59    2.371    0.794
C60    4.080    0.677
> 2022/06/14 12:06:04.000   44
G05    1.549    0.548
G10    5.208    0.154
G13    0.728    0.516
G15    0.272    1.077
G18    5.104    1.202
G23    5.487    0.609
G24    2.795    0.973
G29    3.734    0.295
R03    0.782    0.439
R04    6.010    0.827
R05    4.963    0.425
R13    1.012    0.381
R14    2.072    0.450
R18    3.327    0.534
R19    4.344    1.035
R20    5.692    0.415
E04    4.890    0.979
E09    4.357    0.168
E11    5.462    0.692
E12    3.662    1.217
E19    0.581    0.841
E21    1.669    0.181
E33    2.794    0.422
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.801    1.060
C08    0.846    1.351
C09    3.758    0.877
C13    6.209    1.311
C16    3.813    1.195
C20    0.807    0.789
C22    4.880    0.209
C29    3.724    0.615
C35    4.867    0.638
C36    3.135    0.162
C37    1.204    0.460
C38    1.825    1.270
C39    4.054    1.353
C46    2.345    0.590
C59    2.371    0.794
C60    4.080    0.677
> 2022/06/14 12:06:05.000   44
G05    1.550    0.548
G10    5.208    0.154
G13    0.728    0.516
G15    0.272    1.077
G18    5.103    1.202
G23    5.487    0.610
G24    2.795    0.973
G29    3.734    0.295
R03    0.783    0.439
R04    6.010    0.826
R05    4.963    0.425
R13    1.012    0.381
R14    2.072    0.450
R18    3.327    0.534
R19    4.344    1.035
R20    5.692    0.415
E04    4.890    0.979
E09    4.357    0.168
E11    5.462    0.692
E12    3.662    1.217
E19    0.582    0.841
E21    1.669    0.181
E33    2.794    0.422
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.801    1.060
C08    0.846    1.351
C09    3.759    0.877
C13    6.209    1.311
C16    3.813    1.195
C20    0.807    0.789
C22    4.880    0.209
C29    3.724    0.615
C35    4.867    0.638
C36    3.135    0.162
C37    1.204    0.460
C38    1.826    1.270
C39    4.054    1.353
C46    2.345    0.590
C59    2.371    0.794
C60    4.080    0.677
> 2022/06/14 12:06:06.000   44
G05    1.550    0.548
G10    5.208    0.155
G13    0.728    0.516
G15    0.273    1.076
G18    5.103    1.202
G23    5.487    0.610
G24    2.795    0.973
G29    3.734    0.295
R03    0.783    0.439
R04    6.010    0.826
R05    4.963    0.425
R13    1.012    0.381
R14    2.072    0.451
R18    3.327    0.533
R19    4.343    1.035
R20    5.692    0.415
E04    4.890    0.979
E09    4.357    0.168
E11    5.462    0.692
E12    3.662    1.217
E19    0.582    0.841
E21    1.669    0.181
E33    2.794    0.422
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.801    1.060
C08    0.847    1.351
C09    3.759    0.877
C13    6.209    1.311
C16    3.813    1.195
C20    0.807    0.789
C22    4.880    0.209
C29    3.724    0.615
C35    4.867    0.638
C36    3.135    0.163
C37    1.204    0.460
C38    1.826    1.270
C39    4.054    1.353
C46    2.345    0.590
C59    2.371    0.794
C60    4.080    0.677
> 2022/06/14 12:06:07.000   44
G05    1.550    0.548
G10    5.208    0.155
G13    0.728    0.516
G15    0.273    1.076
G18    5.103    1.202
G23    5.487    0.610
G24    2.795    0.973
G29    3.734    0.295
R03    0.783    0.439
R04    6.010    0.826
R05    4.964    0.425
R13    1.012    0.381
R14    2.072    0.451
R18    3.327    0.533
R19    4.343    1.035
R20    5.692    0.415
E04    4.890    0.979
E09    4.357    0.168
E11    5.462    0.692
E12    3.662    1.217
E19    0.582    0.841
E21    1.668    0.181
E33    2.795    0.421
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.801    1.060
C08    0.847    1.351
C09    3.759    0.877
C13    6.209    1.311
C16    3.813    1.195
C20    0.807    0.789
C22    4.880    0.209
C29    3.723    0.615
C35    4.867    0.638
C36    3.135    0.163
C37    1.204    0.460
C38    1.826    1.270
C39    4.055    1.353
C46    2.345    0.590
C59    2.371    0.794
C60    4.080    0.677
> 2022/06/14 12:06:08.000   44
G05    1.550    0.548
G10    5.208    0.155
G13    0.728    0.515
G15    0.273    1.076
G18    5.102    1.202
G23    5.488    0.610
G24    2.795    0.973
G29    3.734    0.295
R03    0.783    0.438
R04    6.010    0.826
R05    4.964    0.425
R13    1.011    0.381
R14    2.072    0.451
R18    3.327    0.533
R19    4.343    1.035
R20    5.692    0.415
E04    4.891    0.979
E09    4.357    0.168
E11    5.462    0.692
E12    3.662    1.217
E19    0.582    0.841
E21    1.668    0.181
E33    2.795    0.421
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.801    1.060
C08    0.847    1.351
C09    3.759    0.877
C13    6.209    1.311
C16    3.813    1.195
C20    0.807    0.789
C22    4.881    0.209
C29    3.723    0.615
C35    4.867    0.638
C36    3.135    0.163
C37    1.204    0.460
C38    1.826    1.270
C39    4.055    1.353
C46    2.345    0.590
C59    2.371    0.794
C60    4.080    0.677
> 2022/06/14 12:06:09.000   44
G05    1.550    0.548
G10    5.209    0.155
G13    0.728    0.515
G15    0.273    1.076
G18    5.102    1.202
G23    5.488    0.610
G24    2.794    0.973
G29    3.734    0.295
R03    0.783    0.438
R04    6.011    0.826
R05    4.964    0.425
R13    1.011    0.381
R14    2.072    0.451
R18    3.327    0.533
R19    4.342    1.034
R20    5.692    0.415
E04    4.891    0.979
E09    4.357    0.168
E11    5.462    0.692
E12    3.662    1.217
E19    0.582    0.841
E21    1.668    0.181
E33    2.795    0.421
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.801    1.060
C08    0.847    1.351
C09    3.759    0.877
C13    6.209    1.311
C16    3.814    1.195
C20    0.807    0.789
C22    4.881    0.209
C29    3.723    0.615
C35    4.867    0.638
C36    3.135    0.163
C37    1.203    0.460
C38    1.827    1.270
C39    4.055    1.353
C46    2.345    0.590
C59    2.371    0.794
C60    4.080    0.677
> 2022/06/14 12:06:10.000   44
G05    1.550    0.547
G10    5.209    0.155
G13    0.728    0.515
G15    0.273    1.076
G18    5.102    1.202
G23    5.488    0.610
G24    2.794    0.973
G29    3.734    0.295
R03    0.783    0.438
R04    6.011    0.826
R05    4.964    0.425
R13    1.011    0.381
R14    2.072    0.451
R18    3.327    0.533
R19    4.342    1.034
R20    5.692    0.415
E04    4.891    0.979
E09    4.357    0.168
E11    5.462    0.692
E12    3.661    1.217
E19    0.582    0.841
E21    1.668    0.181
E33    2.795    0.421
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.801    1.060
C08    0.847    1.351
C09    3.759    0.877
C13    6.209    1.311
C16    3.814    1.195
C20    0.808    0.789
C22    4.881    0.209
C29    3.723    0.615
C35    4.866    0.638
C36    3.135    0.163
C37    1.203    0.460
C38    1.827    1.270
C39    4.055    1.353
C46    2.345    0.590
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:11.000   44
G05    1.550    0.547
G10    5.209    0.155
G13    0.728    0.515
G15    0.274    1.076
G18    5.101    1.202
G23    5.488    0.610
G24    2.794    0.974
G29    3.733    0.295
R03    0.783    0.438
R04    6.011    0.826
R05    4.964    0.425
R13    1.011    0.381
R14    2.071    0.451
R18    3.327    0.533
R19    4.342    1.034
R20    5.692    0.416
E04    4.891    0.979
E09    4.357    0.168
E11    5.462    0.692
E12    3.661    1.217
E19    0.582    0.841
E21    1.668    0.181
E33    2.795    0.421
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.802    1.060
C08    0.848    1.351
C09    3.759    0.877
C13    6.209    1.311
C16    3.814    1.195
C20    0.808    0.789
C22    4.881    0.209
C29    3.723    0.614
C35    4.866    0.638
C36    3.135    0.163
C37    1.203    0.460
C38    1.827    1.270
C39    4.056    1.353
C46    2.344    0.590
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:12.000   44
G05    1.551    0.547
G10    5.209    0.155
G13    0.728    0.515
G15    0.274    1.076
G18    5.101    1.202
G23    5.488    0.610
G24    2.794    0.974
G29    3.733    0.294
R03    0.783    0.438
R04    6.011    0.826
R05    4.964    0.425
R13    1.011    0.381
R14    2.071    0.451
R18    3.327    0.532
R19    4.341    1.034
R20    5.691    0.416
E04    4.891    0.979
E09    4.357    0.168
E11    5.462    0.692
E12    3.661    1.216
E19    0.582    0.841
E21    1.668    0.181
E33    2.795    0.421
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.802    1.060
C08    0.848    1.351
C09    3.759    0.877
C13    6.209    1.312
C16    3.814    1.195
C20    0.808    0.789
C22    4.881    0.209
C29    3.723    0.614
C35    4.866    0.638
C36    3.135    0.163
C37    1.203    0.460
C38    1.827    1.270
C39    4.056    1.353
C46    2.344    0.590
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:13.000   44
G05    1.551    0.547
G10    5.209    0.155
G13    0.728    0.515
G15    0.274    1.076
G18    5.101    1.202
G23    5.488    0.610
G24    2.794    0.974
G29    3.733    0.294
R03    0.784    0.438
R04    6.012    0.826
R05    4.964    0.425
R13    1.011    0.381
R14    2.071    0.451
R18    3.327    0.532
R19    4.341    1.034
R20    5.691    0.416
E04    4.892    0.979
E09    4.357    0.168
E11    5.461    0.692
E12    3.661    1.216
E19    0.582    0.840
E21    1.668    0.181
E33    2.795    0.421
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.802    1.061
C08    0.848    1.351
C09    3.759    0.877
C13    6.209    1.312
C16    3.814    1.195
C20    0.808    0.789
C22    4.881    0.209
C29    3.723    0.614
C35    4.866    0.638
C36    3.135    0.163
C37    1.203    0.460
C38    1.828    1.270
C39    4.056    1.353
C46    2.344    0.590
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:14.000   44
G05    1.551    0.547
G10    5.209    0.155
G13    0.728    0.515
G15    0.274    1.076
G18    5.100    1.202
G23    5.488    0.610
G24    2.794    0.974
G29    3.733    0.294
R03    0.784    0.438
R04    6.012    0.826
R05    4.965    0.425
R13    1.011    0.381
R14    2.071    0.451
R18    3.327    0.532
R19    4.341    1.034
R20    5.691    0.416
E04    4.892    0.979
E09    4.358    0.168
E11    5.461    0.692
E12    3.661    1.216
E19    0.582    0.840
E21    1.668    0.181
E33    2.795    0.421
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.802    1.061
C08    0.848    1.351
C09    3.759    0.877
C13    6.209    1.312
C16    3.814    1.195
C20    0.808    0.789
C22    4.881    0.209
C29    3.723    0.614
C35    4.866    0.638
C36    3.135    0.163
C37    1.203    0.460
C38    1.828    1.270
C39    4.057    1.353
C46    2.344    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:15.000   44
G05    1.551    0.547
G10    5.209    0.155
G13    0.728    0.515
G15    0.274    1.076
G18    5.100    1.202
G23    5.488    0.610
G24    2.794    0.974
G29    3.733    0.294
R03    0.784    0.438
R04    6.012    0.826
R05    4.965    0.425
R13    1.010    0.381
R14    2.071    0.452
R18    3.327    0.532
R19    4.341    1.034
R20    5.691    0.416
E04    4.892    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.661    1.216
E19    0.582    0.840
E21    1.668    0.181
E33    2.795    0.421
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.802    1.061
C08    0.849    1.351
C09    3.760    0.877
C13    6.209    1.312
C16    3.815    1.195
C20    0.808    0.788
C22    4.881    0.209
C29    3.723    0.614
C35    4.866    0.638
C36    3.135    0.163
C37    1.203    0.460
C38    1.828    1.270
C39    4.057    1.353
C46    2.344    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:16.000   44
G05    1.551    0.547
G10    5.209    0.155
G13    0.729    0.515
G15    0.275    1.075
G18    5.100    1.202
G23    5.488    0.611
G24    2.794    0.974
G29    3.733    0.294
R03    0.784    0.438
R04    6.012    0.826
R05    4.965    0.426
R13    1.010    0.381
R14    2.071    0.452
R18    3.327    0.532
R19    4.340    1.034
R20    5.691    0.416
E04    4.892    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.660    1.216
E19    0.582    0.840
E21    1.668    0.181
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.802    1.061
C08    0.849    1.351
C09    3.760    0.877
C13    6.209    1.312
C16    3.815    1.195
C20    0.808    0.788
C22    4.881    0.209
C29    3.723    0.614
C35    4.865    0.638
C36    3.135    0.163
C37    1.203    0.460
C38    1.828    1.270
C39    4.057    1.353
C46    2.344    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:17.000   44
G05    1.551    0.547
G10    5.209    0.155
G13    0.729    0.514
G15    0.275    1.075
G18    5.099    1.203
G23    5.488    0.611
G24    2.794    0.974
G29    3.733    0.294
R03    0.784    0.438
R04    6.013    0.826
R05    4.965    0.426
R13    1.010    0.381
R14    2.071    0.452
R18    3.327    0.532
R19    4.340    1.034
R20    5.691    0.416
E04    4.892    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.660    1.216
E19    0.583    0.840
E21    1.668    0.182
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.802    1.061
C08    0.849    1.351
C09    3.760    0.877
C13    6.209    1.312
C16    3.815    1.195
C20    0.809    0.788
C22    4.881    0.209
C29    3.723    0.614
C35    4.865    0.638
C36    3.135    0.164
C37    1.202    0.460
C38    1.829    1.270
C39    4.058    1.353
C46    2.344    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:18.000   44
G05    1.551    0.547
G10    5.209    0.155
G13    0.729    0.514
G15    0.275    1.075
G18    5.099    1.203
G23    5.489    0.611
G24    2.793    0.975
G29    3.733    0.294
R03    0.784    0.438
R04    6.013    0.826
R05    4.965    0.426
R13    1.010    0.381
R14    2.071    0.452
R18    3.327    0.531
R19    4.340    1.034
R20    5.691    0.416
E04    4.893    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.660    1.216
E19    0.583    0.840
E21    1.667    0.182
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.802    1.061
C08    0.849    1.351
C09    3.760    0.877
C13    6.209    1.312
C16    3.815    1.195
C20    0.809    0.788
C22    4.882    0.210
C29    3.723    0.614
C35    4.865    0.638
C36    3.135    0.164
C37    1.202    0.460
C38    1.829    1.270
C39    4.058    1.353
C46    2.344    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:19.000   44
G05    1.551    0.547
G10    5.209    0.156
G13    0.729    0.514
G15    0.275    1.075
G18    5.099    1.203
G23    5.489    0.611
G24    2.793    0.975
G29    3.733    0.294
R03    0.784    0.438
R04    6.013    0.826
R05    4.965    0.426
R13    1.010    0.381
R14    2.070    0.452
R18    3.327    0.531
R19    4.339    1.033
R20    5.691    0.416
E04    4.893    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.660    1.216
E19    0.583    0.840
E21    1.667    0.182
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.803    1.061
C08    0.849    1.351
C09    3.760    0.877
C13    6.209    1.312
C16    3.815    1.195
C20    0.809    0.788
C22    4.882    0.210
C29    3.722    0.614
C35    4.865    0.638
C36    3.135    0.164
C37    1.202    0.460
C38    1.829    1.270
C39    4.058    1.353
C46    2.344    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:20.000   44
G05    1.552    0.547
G10    5.210    0.156
G13    0.729    0.514
G15    0.275    1.075
G18    5.098    1.203
G23    5.489    0.611
G24    2.793    0.975
G29    3.733    0.294
R03    0.785    0.438
R04    6.013    0.826
R05    4.966    0.426
R13    1.010    0.381
R14    2.070    0.452
R18    3.327    0.531
R19    4.339    1.033
R20    5.691    0.417
E04    4.893    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.660    1.215
E19    0.583    0.840
E21    1.667    0.182
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.803    1.061
C08    0.850    1.351
C09    3.760    0.877
C13    6.209    1.312
C16    3.815    1.196
C20    0.809    0.788
C22    4.882    0.210
C29    3.722    0.613
C35    4.865    0.638
C36    3.135    0.164
C37    1.202    0.460
C38    1.829    1.270
C39    4.059    1.353
C46    2.344    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:21.000   44
G05    1.552    0.547
G10    5.210    0.156
G13    0.729    0.514
G15    0.275    1.075
G18    5.098    1.203
G23    5.489    0.611
G24    2.793    0.975
G29    3.733    0.294
R03    0.785    0.437
R04    6.013    0.826
R05    4.966    0.426
R13    1.009    0.381
R14    2.070    0.452
R18    3.327    0.531
R19    4.339    1.033
R20    5.691    0.417
E04    4.893    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.660    1.215
E19    0.583    0.840
E21    1.667    0.182
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.803    1.061
C08    0.850    1.352
C09    3.760    0.877
C13    6.209    1.312
C16    3.816    1.196
C20    0.809    0.788
C22    4.882    0.210
C29    3.722    0.613
C35    4.865    0.638
C36    3.135    0.164
C37    1.202    0.460
C38    1.830    1.270
C39    4.059    1.353
C46    2.343    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:22.000   44
G05    1.552    0.547
G10    5.210    0.156
G13    0.729    0.514
G15    0.276    1.075
G18    5.097    1.203
G23    5.489    0.611
G24    2.793    0.975
G29    3.732    0.293
R03    0.785    0.437
R04    6.014    0.826
R05    4.966    0.426
R13    1.009    0.381
R14    2.070    0.452
R18    3.327    0.531
R19    4.338    1.033
R20    5.690    0.417
E04    4.893    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.659    1.215
E19    0.583    0.840
E21    1.667    0.182
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.803    1.061
C08    0.850    1.352
C09    3.760    0.877
C13    6.209    1.312
C16    3.816    1.196
C20    0.809    0.788
C22    4.882    0.210
C29    3.722    0.613
C35    4.865    0.638
C36    3.135    0.164
C37    1.202    0.460
C38    1.830    1.270
C39    4.059    1.353
C46    2.343    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:23.000   44
G05    1.552    0.547
G10    5.210    0.156
G13    0.729    0.514
G15    0.276    1.075
G18    5.097    1.203
G23    5.489    0.611
G24    2.793    0.975
G29    3.732    0.293
R03    0.785    0.437
R04    6.014    0.826
R05    4.966    0.426
R13    1.009    0.381
R14    2.070    0.452
R18    3.327    0.531
R19    4.338    1.033
R20    5.690    0.417
E04    4.894    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.659    1.215
E19    0.583    0.840
E21    1.667    0.182
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.803    1.061
C08    0.850    1.352
C09    3.760    0.877
C13    6.209    1.312
C16    3.816    1.196
C20    0.809    0.788
C22    4.882    0.210
C29    3.722    0.613
C35    4.864    0.638
C36    3.135    0.164
C37    1.202    0.460
C38    1.830    1.270
C39    4.059    1.353
C46    2.343    0.591
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:24.000   44
G05    1.552    0.546
G10    5.210    0.156
G13    0.729    0.514
G15    0.276    1.075
G18    5.097    1.203
G23    5.489    0.611
G24    2.793    0.975
G29    3.732    0.293
R03    0.785    0.437
R04    6.014    0.826
R05    4.966    0.426
R13    1.009    0.381
R14    2.070    0.453
R18    3.327    0.531
R19    4.338    1.033
R20    5.690    0.417
E04    4.894    0.979
E09    4.358    0.169
E11    5.461    0.693
E12    3.659    1.215
E19    0.583    0.840
E21    1.667    0.182
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.803    1.061
C08    0.850    1.352
C09    3.760    0.877
C13    6.209    1.312
C16    3.816    1.196
C20    0.810    0.788
C22    4.882    0.210
C29    3.722    0.613
C35    4.864    0.638
C36    3.135    0.164
C37    1.202    0.460
C38    1.830    1.270
C39    4.060    1.353
C46    2.343    0.592
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:25.000   44
G05    1.552    0.546
G10    5.210    0.156
G13    0.729    0.514
G15    0.276    1.075
G18    5.096    1.203
G23    5.489    0.611
G24    2.793    0.975
G29    3.732    0.293
R03    0.785    0.437
R04    6.014    0.826
R05    4.966    0.426
R13    1.009    0.381
R14    2.070    0.453
R18    3.327    0.530
R19    4.338    1.033
R20    5.690    0.417
E04    4.894    0.979
E09    4.359    0.169
E11    5.460    0.693
E12    3.659    1.215
E19    0.583    0.839
E21    1.667    0.182
E33    2.795    0.420
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.803    1.061
C08    0.851    1.352
C09    3.761    0.877
C13    6.209    1.312
C16    3.816    1.196
C20    0.810    0.788
C22    4.882    0.210
C29    3.722    0.613
C35    4.864    0.638
C36    3.135    0.164
C37    1.201    0.460
C38    1.831    1.270
C39    4.060    1.353
C46    2.343    0.592
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:26.000   44
G05    1.552    0.546
G10    5.210    0.156
G13    0.729    0.513
G15    0.276    1.074
G18    5.096    1.203
G23    5.489    0.611
G24    2.792    0.976
G29    3.732    0.293
R03    0.785    0.437
R04    6.015    0.826
R05    4.967    0.426
R13    1.009    0.381
R14    2.069    0.453
R18    3.327    0.530
R19    4.337    1.033
R20    5.690    0.417
E04    4.894    0.979
E09    4.359    0.169
E11    5.460    0.693
E12    3.659    1.215
E19    0.583    0.839
E21    1.667    0.182
E33    2.795    0.419
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.803    1.061
C08    0.851    1.352
C09    3.761    0.878
C13    6.209    1.312
C16    3.817    1.196
C20    0.810    0.788
C22    4.882    0.210
C29    3.722    0.613
C35    4.864    0.638
C36    3.134    0.164
C37    1.201    0.460
C38    1.831    1.270
C39    4.060    1.353
C46    2.343    0.592
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:27.000   44
G05    1.553    0.546
G10    5.210    0.156
G13    0.729    0.513
G15    0.277    1.074
G18    5.096    1.203
G23    5.490    0.612
G24    2.792    0.976
G29    3.732    0.293
R03    0.786    0.437
R04    6.015    0.826
R05    4.967    0.426
R13    1.008    0.381
R14    2.069    0.453
R18    3.327    0.530
R19    4.337    1.033
R20    5.690    0.417
E04    4.894    0.979
E09    4.359    0.169
E11    5.460    0.693
E12    3.659    1.215
E19    0.583    0.839
E21    1.667    0.182
E33    2.795    0.419
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.804    1.061
C08    0.851    1.352
C09    3.761    0.878
C13    6.209    1.312
C16    3.817    1.196
C20    0.810    0.788
C22    4.882    0.210
C29    3.722    0.613
C35    4.864    0.638
C36    3.134    0.165
C37    1.201    0.460
C38    1.831    1.270
C39    4.061    1.353
C46    2.343    0.592
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:28.000   44
G05    1.553    0.546
G10    5.210    0.156
G13    0.729    0.513
G15    0.277    1.074
G18    5.095    1.203
G23    5.490    0.612
G24    2.792    0.976
G29    3.732    0.293
R03    0.786    0.437
R04    6.015    0.826
R05    4.967    0.426
R13    1.008    0.381
R14    2.069    0.453
R18    3.327    0.530
R19    4.337    1.033
R20    5.690    0.417
E04    4.895    0.980
E09    4.359    0.169
E11    5.460    0.694
E12    3.658    1.215
E19    0.583    0.839
E21    1.667    0.182
E33    2.795    0.419
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.804    1.061
C08    0.851    1.352
C09    3.761    0.878
C13    6.209    1.312
C16    3.817    1.196
C20    0.810    0.788
C22    4.883    0.210
C29    3.722    0.613
C35    4.864    0.638
C36    3.134    0.165
C37    1.201    0.460
C38    1.831    1.270
C39    4.061    1.353
C46    2.343    0.592
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:29.000   44
G05    1.553    0.546
G10    5.210    0.156
G13    0.729    0.513
G15    0.277    1.074
G18    5.095    1.204
G23    5.490    0.612
G24    2.792    0.976
G29    3.732    0.293
R03    0.786    0.437
R04    6.015    0.826
R05    4.967    0.426
R13    1.008    0.381
R14    2.069    0.453
R18    3.327    0.530
R19    4.336    1.033
R20    5.690    0.418
E04    4.895    0.980
E09    4.359    0.169
E11    5.460    0.694
E12    3.658    1.214
E19    0.583    0.839
E21    1.666    0.182
E33    2.795    0.419
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.804    1.061
C08    0.851    1.352
C09    3.761    0.878
C13    6.208    1.313
C16    3.817    1.196
C20    0.810    0.788
C22    4.883    0.210
C29    3.722    0.612
C35    4.863    0.638
C36    3.134    0.165
C37    1.201    0.460
C38    1.832    1.270
C39    4.061    1.353
C46    2.343    0.592
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:30.000   44
G05    1.553    0.546
G10    5.210    0.156
G13    0.729    0.513
G15    0.277    1.074
G18    5.095    1.204
G23    5.490    0.612
G24    2.792    0.976
G29    3.732    0.293
R03    0.786    0.437
R04    6.015    0.826
R05    4.967    0.426
R13    1.008    0.381
R14    2.069    0.453
R18    3.327    0.530
R19    4.336    1.032
R20    5.690    0.418
E04    4.895    0.980
E09    4.359    0.169
E11    5.460    0.694
E12    3.658    1.214
E19    0.584    0.839
E21    1.666    0.182
E33    2.795    0.419
C01    2.283    0.735
C02    4.034    0.755
C03    3.279    0.979
C04    2.035    0.512
C05    4.404    0.383
C06    3.804    1.061
C08    0.852    1.352
C09    3.761    0.878
C13    6.208    1.313
C16    3.817    1.196
C20    0.810    0.788
C22    4.883    0.210
C29    3.722    0.612
C35    4.863    0.638
C36    3.134    0.165
C37    1.201    0.460
C38    1.832    1.270
C39    4.062    1.353
C46    2.342    0.592
C59    2.370    0.794
C60    4.080    0.677
> 2022/06/14 12:06:31.000   44
G05    1.553    0.546
G10    5.211    0.156
G13    0.729    0.513
G15    0.277    1.074
G18    5.094    1.204
G23    5.490    0.612
G24    2.792    0.976
G29    3.732    0.293
R03    0.786    0.437
R04    6.016    0.826
R05    4.967    0.426
R13    1.008    0.381
R14    2.069    0.453
R18    3.327    0.529
R19    4.336    1.032
R20    5.690    0.418
E04    4.895    0.980
E09    4.359    0.170
